Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Type,Cost,Rarity,Price,Image URL,Last Updated
1,0,Alchemist's Greeting,Eldritch Moon,116,Near Mint,English,,,,,,,,$0.00,Sorcery,{4}{R},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/414413.jpg,2021-05-02 03:37:12 UTC
1,0,Alchemist's Vial,Magic Origins,220,Near Mint,English,,,,,,,,$0.00,Artifact,{2},Common,$0.17,https://s.deckbox.org/system/images/mtg/cards/398640.jpg,2020-07-19 09:03:00 UTC
2,0,Alesha's Vanguard,Fate Reforged,60,Near Mint,English,,,,,,,,$0.00,Creature - Orc Warrior,{3}{B},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/391788.jpg,2021-05-01 14:38:17 UTC
1,0,Allied Assault,Zendikar Rising,1,Near Mint,English,,,,,,,,$0.00,Instant,{2}{W},Uncommon,$0.06,https://s.deckbox.org/system/images/mtg/cards/2014520.jpg,2020-10-09 15:55:22 UTC
1,0,Alseid of Life's Bounty,Theros Beyond Death,1,Near Mint,English,,,,,,,,$0.00,Enchantment Creature - Nymph,{W},Uncommon,$0.22,https://s.deckbox.org/system/images/mtg/cards/476252.jpg,2020-07-19 12:55:46 UTC
1,0,Altar of Dementia,Modern Horizons,218,Near Mint,English,,,,,,,,$0.00,Artifact,{2},Rare,$8.66,https://s.deckbox.org/system/images/mtg/cards/464167.jpg,2020-07-19 10:17:07 UTC
1,0,Altar of the Goyf,Modern Horizons 2,220,Near Mint,English,,,,,,,,$0.00,Tribal Artifact - Lhurgoyf,{5},Uncommon,$0.05,https://s.deckbox.org/system/images/mtg/cards/2019755.jpg,2021-12-17 07:34:54 UTC
4,0,Amaranthine Wall,Dominaria,210,Near Mint,English,,,,,,,,$0.00,Artifact Creature - Wall,{4},Uncommon,$0.14,https://s.deckbox.org/system/images/mtg/cards/443098.jpg,2020-07-19 13:13:51 UTC
1,0,Ambuscade,Double Masters 2022,133,Near Mint,English,foil,,,,,,,$0.00,Instant,{2}{G},Common,$0.03,https://s.deckbox.org/system/images/mtg/cards/2029497.jpg,2022-08-04 07:30:01 UTC
2,0,Ambush Viper,Innistrad,169,Near Mint,English,,,,,,,,$0.00,Creature - Snake,{1}{G},Common,$0.11,https://s.deckbox.org/system/images/mtg/cards/220644.jpg,2021-05-01 12:55:41 UTC
1,0,Amphin Cutthroat,Magic 2012,43,Near Mint,English,,,,,,,,$0.00,Creature - Salamander Rogue,{3}{U},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/220218.jpg,2021-01-18 19:24:30 UTC
2,0,Amphin Pathmage,Magic 2015 Core Set,45,Near Mint,English,,,,,,,,$0.00,Creature - Salamander Wizard,{3}{U},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/383183.jpg,2021-05-01 14:01:27 UTC
1,0,Ancestral Vengeance,Fate Reforged,61,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{B}{B},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/391790.jpg,2021-05-01 14:38:40 UTC
2,0,Anchor to the Aether,Magic Origins,44,Near Mint,English,,,,,,,,$0.00,Sorcery,{2}{U},Uncommon,$0.10,https://s.deckbox.org/system/images/mtg/cards/398474.jpg,2021-05-01 16:49:28 UTC
1,0,Ancient Crab,Oath of the Gatewatch,50,Near Mint,English,,,,,,,,$0.00,Creature - Crab,{1}{U}{U},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/407560.jpg,2021-12-09 13:40:07 UTC
1,0,Angel,Extras: War of the Spark,2,Near Mint,English,,,,,,,,$0.00,Token Creature - Angel,,Common,$0.32,https://s.deckbox.org/system/images/mtg/cards/2004444.jpg,2020-07-19 06:49:40 UTC
1,0,Angel // Illusion,Extras: Modern Horizons Double Sided,11,Near Mint,English,,,,,,,,$0.00,Token,,Common,$0.00,https://s.deckbox.org/system/images/mtg/cards/2004697.jpg,2020-07-19 06:41:04 UTC
1,0,Angel of the Dawn,Core Set 2019,7,Near Mint,English,,,,,,,,$0.00,Creature - Angel,{4}{W},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/447143.jpg,2020-07-19 10:11:02 UTC
1,0,Angelheart Protector,Zendikar Rising,3,Near Mint,English,,,,,,,,$0.00,Creature - Human Cleric,{2}{W},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/2014522.jpg,2020-10-09 15:55:45 UTC
1,0,Angelic Captain,Battle for Zendikar,208,Near Mint,English,,,,,,,,$0.00,Creature - Angel Ally,{3}{R}{W},Rare,$0.12,https://s.deckbox.org/system/images/mtg/cards/401811.jpg,2021-05-01 17:11:09 UTC
1,0,Angelic Gift,Commander Legends,7,Near Mint,English,foil,,,,,,,$0.00,Enchantment - Aura,{1}{W},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/2015713.jpg,2020-12-13 13:21:53 UTC
2,0,Angelic Gift,Core Set 2020,5,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{W},Common,$0.07,https://s.deckbox.org/system/images/mtg/cards/466759.jpg,2020-07-19 11:27:25 UTC
1,0,"Angrath, Captain of Chaos",War of the Spark,227,Near Mint,English,,,,,,,,$0.00,Legendary Planeswalker - Angrath,{2}{BR}{BR},Uncommon,$0.15,https://s.deckbox.org/system/images/mtg/cards/461154.jpg,2020-07-19 07:39:27 UTC
1,0,Angrath's Marauders,Ixalan,132,Near Mint,English,,,,,,,,$0.00,Creature - Human Pirate,{5}{R}{R},Rare,$1.08,https://s.deckbox.org/system/images/mtg/cards/435286.jpg,2020-07-19 04:30:54 UTC
1,0,Animating Faerie // Bring to Life,Throne of Eldraine,38,Near Mint,English,,,,,,,,$0.00,Creature - Faerie // Sorcery - Adventure,{2}{U} // {2}{U},Uncommon,$0.07,https://s.deckbox.org/system/images/mtg/cards/2005278.jpg,2021-05-02 05:14:24 UTC
1,0,Animating Faerie // Bring to Life,Throne of Eldraine,280,Near Mint,English,,,,,,,,$0.00,Creature - Faerie // Sorcery - Adventure,{2}{U} // {2}{U},Uncommon,$0.11,https://s.deckbox.org/system/images/mtg/cards/2005520.jpg,2020-07-19 13:38:08 UTC
1,0,Anointed Chorister,Core Set 2021,4,Near Mint,English,,,,,,,,$0.00,Creature - Human Cleric,{W},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/2012450.jpg,2020-12-11 13:33:55 UTC
1,0,Anointed Deacon,Ixalan,89,Near Mint,English,,,,,,,,$0.00,Creature - Vampire Cleric,{4}{B},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/435242.jpg,2020-07-19 03:52:36 UTC
1,0,Anticipate,Dragons of Tarkir,45,Near Mint,English,,,,,,,,$0.00,Instant,{1}{U},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/394493.jpg,2020-07-19 11:14:16 UTC
2,0,Anticipate,Core Set 2019,44,Near Mint,English,,,,,,,,$0.00,Instant,{1}{U},Common,$0.07,https://s.deckbox.org/system/images/mtg/cards/447180.jpg,2020-07-19 10:08:12 UTC
2,0,Anticipate,Core Set 2020,45,Near Mint,English,,,,,,,,$0.00,Instant,{1}{U},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/466799.jpg,2020-07-19 11:14:16 UTC
2,0,Anvilwrought Raptor,Core Set 2020,221,Near Mint,English,,,,,,,,$0.00,Artifact Creature - Bird,{4},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/466975.jpg,2020-07-19 10:21:17 UTC
1,0,Arachnoform,Kaldheim,159,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{G},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/2016953.jpg,2021-05-02 05:48:19 UTC
1,0,Arashin Cleric,Fate Reforged,5,Near Mint,English,,,,,,,,$0.00,Creature - Human Cleric,{1}{W},Common,$0.10,https://s.deckbox.org/system/images/mtg/cards/391791.jpg,2020-07-19 09:10:41 UTC
1,0,Arbiter of the Ideal,Born of the Gods,31,Near Mint,English,,,,,,,,$0.00,Creature - Sphinx,{4}{U}{U},Rare,$0.21,https://s.deckbox.org/system/images/mtg/cards/378403.jpg,2021-05-01 13:48:10 UTC
1,0,Arboreal Grazer,War of the Spark,149,Near Mint,English,,,,,,,,$0.00,Creature - Beast,{G},Common,$0.22,https://s.deckbox.org/system/images/mtg/cards/461076.jpg,2020-07-19 07:51:31 UTC
2,0,Arcane Flight,Dominaria,43,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{U},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/442931.jpg,2020-07-19 13:33:26 UTC
1,0,Archers of Qarsi,Fate Reforged,124,Near Mint,English,,,,,,,,$0.00,Creature - Naga Archer,{3}{G},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/391794.jpg,2020-07-19 09:09:28 UTC
1,0,Archers' Parapet,Khans of Tarkir,128,Near Mint,English,,,,,,,,$0.00,Creature - Wall,{1}{G},Common,$0.10,https://s.deckbox.org/system/images/mtg/cards/386479.jpg,2021-05-01 14:28:09 UTC
2,0,Archetype of Imagination,Commander 2018,81,Near Mint,English,,,,,,,,$0.00,Enchantment Creature - Human Wizard,{4}{U}{U},Uncommon,$1.09,https://s.deckbox.org/system/images/mtg/cards/451036.jpg,2021-12-17 08:00:01 UTC
1,0,Archipelagore,Ikoria: Lair of Behemoths,283,Near Mint,English,,,,,,,,$0.00,Creature - Leviathan,{5}{U}{U},Uncommon,$0.14,https://s.deckbox.org/system/images/mtg/cards/2011804.jpg,2021-11-25 07:56:11 UTC
1,0,Archon of Falling Stars,Theros Beyond Death,2,Near Mint,English,,,,,,,,$0.00,Creature - Archon,{4}{W}{W},Uncommon,$0.05,https://s.deckbox.org/system/images/mtg/cards/476253.jpg,2020-07-19 12:55:32 UTC
1,0,Archon of Justice,Magic 2012,6,Near Mint,English,,,,,,,,$0.00,Creature - Archon,{3}{W}{W},Rare,$0.22,https://s.deckbox.org/system/images/mtg/cards/244828.jpg,2021-01-18 19:23:41 UTC
1,0,Arctic Aven,Magic 2013,42,Near Mint,English,,,,,,,,$0.00,Creature - Bird Wizard,{2}{U},Uncommon,$0.10,https://s.deckbox.org/system/images/mtg/cards/249710.jpg,2021-05-01 13:15:47 UTC
1,0,Arctic Treeline,Kaldheim,249,Near Mint,English,,,,,,,,$0.00,Snow Land - Forest Plains,"",Common,$0.34,https://s.deckbox.org/system/images/mtg/cards/2017046.jpg,2021-05-02 05:52:21 UTC
2,0,Ardent Elementalist,Innistrad: Midnight Hunt,128,Near Mint,English,,,,,,,,$0.00,Creature - Human Shaman,{3}{R},Common,$0.15,https://s.deckbox.org/system/images/mtg/cards/2022445.jpg,2022-07-25 04:00:59 UTC
1,0,Ardenvale Tactician // Dizzying Swoop,Throne of Eldraine,5,Near Mint,English,,,,,,,,$0.00,Creature - Human Knight // Instant - Adventure,{1}{W}{W} // {1}{W},Common,$0.01,https://s.deckbox.org/system/images/mtg/cards/2005245.jpg,2021-11-07 13:11:40 UTC
2,0,"Arlinn, Voice of the Pack",War of the Spark,150,Near Mint,English,,,,,,,,$0.00,Legendary Planeswalker - Arlinn,{4}{G}{G},Uncommon,$0.20,https://s.deckbox.org/system/images/mtg/cards/461077.jpg,2022-07-25 04:00:50 UTC
1,0,Arlinn's Wolf,War of the Spark,151,Near Mint,English,,,,,,,,$0.00,Creature - Wolf,{2}{G},Common,$0.07,https://s.deckbox.org/system/images/mtg/cards/461078.jpg,2020-07-19 07:51:18 UTC
1,0,Arlinn's Wolf,War of the Spark,151,Near Mint,Japanese,,,,,,,,$0.00,Creature - Wolf,{2}{G},Common,$0.07,https://s.deckbox.org/system/images/mtg/cards/461078.jpg,2020-07-19 07:31:11 UTC
2,0,Armament of Nyx,Journey into Nyx,4,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{2}{W},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/380371.jpg,2021-05-01 13:50:51 UTC
1,0,Armory Veteran,Adventures in the Forgotten Realms,130,Near Mint,English,,,,,,,,$0.00,Creature - Orc Warrior,{1}{R},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/2020668.jpg,2021-09-18 15:21:49 UTC
2,0,Arrester's Admonition,Ravnica Allegiance,31,Near Mint,English,,,,,,,,$0.00,Instant,{2}{U},Common,$0.06,https://s.deckbox.org/system/images/mtg/cards/457175.jpg,2020-07-19 12:25:15 UTC
1,0,Arrogant Poet,Strixhaven: School of Mages,63,Near Mint,English,,,,,,,,$0.00,Creature - Human Warlock,{1}{B},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/2017998.jpg,2021-05-10 15:23:05 UTC
1,0,"Art Card: Augusta, Dean of Order",Extras: Strixhaven Art Series,54,Near Mint,English,,signed,,,,,,$0.00,Token,,Common,$0.00,https://s.deckbox.org/system/images/mtg/cards/2020315.jpg,2021-11-09 10:33:38 UTC
1,0,Art Card: First Sliver's Chosen,Extras: Modern Horizons Art Series,26,Near Mint,English,,,,,,,,$0.00,Token - Art,"",Uncommon,$0.00,https://s.deckbox.org/system/images/mtg/cards/2004644.jpg,2021-12-09 16:02:58 UTC
1,0,"Art Card: Imbraham, Dean of Theory",Extras: Strixhaven Art Series,52,Near Mint,English,,,,,,,,$0.00,Token,,Common,$0.00,https://s.deckbox.org/system/images/mtg/cards/2020313.jpg,2021-11-09 10:32:11 UTC
1,0,"Art Card: Kianne, Dean of Substance",Extras: Strixhaven Art Series,51,Near Mint,English,,,,,,,,$0.00,Token,,Common,$0.00,https://s.deckbox.org/system/images/mtg/cards/2020312.jpg,2021-11-09 10:31:56 UTC
1,0,Art Card: Novice Dissector,Extras: Strixhaven Art Series,9,Near Mint,English,,,,,,,,$0.00,Token,,Common,$0.00,https://s.deckbox.org/system/images/mtg/cards/2020270.jpg,2021-11-09 10:34:04 UTC
1,0,Art Card: Prismari Command,Extras: Strixhaven Art Series,35,Near Mint,English,,,,,,,,$0.00,Token,,Common,$0.00,https://s.deckbox.org/system/images/mtg/cards/2020296.jpg,2021-11-09 10:31:35 UTC
1,0,Art Card: Rise and Shine,Extras: Modern Horizons 2 Art Series,18,Near Mint,English,,,,,,,,$0.00,Token,,Common,$0.00,https://s.deckbox.org/system/images/mtg/cards/2020475.jpg,2021-12-17 07:42:54 UTC
1,0,Art Card: Sigarda's Summons,Extras: Innistrad: Crimson Vow Art Series,17,Near Mint,English,,,,,,,,$0.00,Token,,Common,$0.00,https://s.deckbox.org/system/images/mtg/cards/2024164.jpg,2022-02-09 09:25:40 UTC
1,0,Art Card: Sorin the Mirthless,Extras: Innistrad: Crimson Vow Art Series,2,Near Mint,English,,,,,,,,$0.00,Token,,Common,$0.00,https://s.deckbox.org/system/images/mtg/cards/2024149.jpg,2022-02-09 09:30:01 UTC
1,0,Art Card: Tanazir Quandrix,Extras: Strixhaven Art Series,60,Near Mint,English,,,,,,,,$0.00,Token,,Common,$0.00,https://s.deckbox.org/system/images/mtg/cards/2020321.jpg,2021-11-09 10:33:04 UTC
1,0,Art Card: Unbounded Potential,Extras: Modern Horizons 2 Art Series,10,Near Mint,English,,signed,,,,,,$0.00,Token,,Common,$0.00,https://s.deckbox.org/system/images/mtg/cards/2020467.jpg,2021-12-17 07:37:44 UTC
2,0,Arterial Flow,Rivals of Ixalan,62,Near Mint,English,,,,,,,,$0.00,Sorcery,{1}{B}{B},Uncommon,$0.29,https://s.deckbox.org/system/images/mtg/cards/439719.jpg,2020-07-19 03:53:53 UTC
1,0,Artful Maneuver,Dragons of Tarkir,4,Near Mint,English,,,,,,,,$0.00,Instant,{1}{W},Common,$0.08,https://s.deckbox.org/system/images/mtg/cards/394496.jpg,2021-05-01 14:46:50 UTC
1,0,Artificer's Hex,Magic 2014 Core Set,85,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{B},Uncommon,$0.11,https://s.deckbox.org/system/images/mtg/cards/370634.jpg,2021-05-01 13:35:16 UTC
4,0,Arvad the Cursed,Dominaria,191,Near Mint,English,,,,,,,,$0.00,Legendary Creature - Vampire Knight,{3}{W}{B},Uncommon,$0.17,https://s.deckbox.org/system/images/mtg/cards/443079.jpg,2020-07-19 13:17:48 UTC
1,0,"Ashiok, Dream Render",War of the Spark,228,Near Mint,English,,,,,,,,$0.00,Legendary Planeswalker - Ashiok,{1}{UB}{UB},Uncommon,$2.01,https://s.deckbox.org/system/images/mtg/cards/461155.jpg,2020-07-19 07:39:20 UTC
2,0,Ashiok's Skulker,War of the Spark,40,Near Mint,English,,,,,,,,$0.00,Creature - Nightmare,{4}{U},Common,$0.05,https://s.deckbox.org/system/images/mtg/cards/460967.jpg,2020-07-19 08:12:12 UTC
